"","appl_no","approval_date1","appl_type","doc_type1","ingredient","df_new","trade_name","productmktstatus","applicant","reviewpriority1","combination_totalnumber","approval_year","generics_presence"
"963","ANDA208031",2019-01-03,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"LUPIN LTD","STANDARD",NA,NA,1
"964","ANDA208049",2019-01-03,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"965","ANDA208055",2019-01-03,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"TORRENT","STANDARD",NA,NA,1
"966","ANDA208066",2019-01-04,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"SUN PHARM","STANDARD",NA,NA,1
"967","ANDA208052",2019-03-19,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"968","ANDA208060",2019-05-17,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",3,"TEVA PHARMS USA","STANDARD",NA,NA,1
"969","ANDA208058",2019-09-04,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"AVET LIFESCIENCES","STANDARD",NA,NA,1
"970","ANDA212091",2020-12-28,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"SLATE RUN PHARMA","STANDARD",NA,NA,1
"971","ANDA208016",2021-02-02,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",3,"WATSON LABS TEVA","STANDARD",NA,NA,1
"972","ANDA213248",2021-05-13,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"ALEMBIC","STANDARD",NA,NA,1
"973","ANDA208047",2021-08-24,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"DR REDDYS","STANDARD",NA,NA,1
"974","ANDA208037",2022-09-09,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"MSN","STANDARD",NA,NA,1
"975","ANDA212244",2022-12-13,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"976","ANDA208045",2023-03-10,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"977","ANDA212124",2023-06-09,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"MACLEODS PHARMS LTD","STANDARD",NA,NA,1
"978","ANDA211224",2021-04-06,2,NA,"MACITENTAN","TABLET;ORAL","MACITENTAN",3,"ZYDUS","STANDARD",NA,NA,1
"979","ANDA211198",2023-04-18,2,NA,"MACITENTAN","TABLET;ORAL","MACITENTAN",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"980","ANDA211195",2024-01-09,2,NA,"MACITENTAN","TABLET;ORAL","MACITENTAN",3,"APOTEX","STANDARD",NA,NA,1
"981","ANDA203347",2022-02-07,2,NA,"MARAVIROC","TABLET;ORAL","MARAVIROC",1,"HETERO LABS LTD III","",NA,NA,1
"982","ANDA217114",2023-08-17,2,NA,"MARAVIROC","TABLET;ORAL","MARAVIROC",1,"I 3 PHARMS","STANDARD",NA,NA,1
"983","ANDA216076",2024-04-29,2,NA,"MIDOSTAURIN","CAPSULE;ORAL","MIDOSTAURIN",1,"TEVA PHARMS","STANDARD",NA,NA,1
"984","ANDA216015",2024-05-10,2,NA,"MIDOSTAURIN","CAPSULE;ORAL","MIDOSTAURIN",1,"LUPIN","STANDARD",NA,NA,1
"985","ANDA205071",2016-01-27,2,NA,"MILNACIPRAN HYDROCHLORIDE","TABLET;ORAL","MILNACIPRAN HYDROCHLORIDE",3,"USPHARMA WINDLAS","STANDARD",NA,NA,1
"986","ANDA205081",2016-04-22,2,NA,"MILNACIPRAN HYDROCHLORIDE","TABLET;ORAL","MILNACIPRAN HYDROCHLORIDE",3,"AMNEAL PHARMS","STANDARD",NA,NA,1
"987","ANDA209446",2019-12-27,2,NA,"MIRABEGRON","TABLET, EXTENDED RELEASE;ORAL","MIRABEGRON",3,"SAWAI USA","STANDARD",NA,NA,1
"988","ANDA209485",2022-09-28,2,NA,"MIRABEGRON","TABLET, EXTENDED RELEASE;ORAL","MIRABEGRON",1,"LUPIN LTD","STANDARD",NA,NA,1
"989","ANDA209488",2022-09-29,2,NA,"MIRABEGRON","TABLET, EXTENDED RELEASE;ORAL","MIRABEGRON",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"990","ANDA215948",2024-02-12,2,NA,"MIRABEGRON","TABLET, EXTENDED RELEASE;ORAL","MIRABEGRON",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"991","ANDA203659",2015-04-16,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"ANI PHARMS","STANDARD",NA,NA,1
"992","ANDA203741",2015-06-24,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",3,"ALKEM LABS LTD","",NA,NA,1
"993","ANDA203828",2015-07-29,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"INDCHEMIE HEALTH","STANDARD",NA,NA,1
"994","ANDA203683",2015-11-27,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",3,"WATSON LABS INC","",NA,NA,1
"995","ANDA203821",2017-05-25,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",3,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"996","ANDA203966",2018-03-02,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"TORRENT","STANDARD",NA,NA,1
"997","ANDA203825",2020-11-03,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"HETERO LABS LTD III","STANDARD",NA,NA,1
"998","ANDA208717",2021-12-17,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"CADILA PHARMS LTD","STANDARD",NA,NA,1
"999","ANDA211053",2021-12-17,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"1000","ANDA212917",2021-12-17,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"REYOUNG","STANDARD",NA,NA,1
"1001","ANDA213830",2022-03-15,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",3,"UNICHEM","STANDARD",NA,NA,1
"1002","ANDA213349",2022-03-31,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",3,"AJANTA PHARMA LTD","STANDARD",NA,NA,1
"1003","ANDA212682",2022-04-07,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"PRINSTON INC","STANDARD",NA,NA,1
"1004","ANDA216172",2022-11-14,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"MANKIND PHARMA","STANDARD",NA,NA,1
"1005","ANDA216568",2023-03-30,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"BEXIMCO PHARMS USA","STANDARD",NA,NA,1
"1006","ANDA209741",2024-02-27,2,NA,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","NEBIVOLOL HYDROCHLORIDE",1,"APOTEX","STANDARD",NA,NA,1
"1007","ANDA203640",2024-01-05,2,NA,"NILOTINIB HYDROCHLORIDE","CAPSULE;ORAL","NILOTINIB HYDROCHLORIDE",3,"APOTEX","STANDARD",NA,NA,1
"1008","ANDA214862",2023-05-30,2,NA,"OBETICHOLIC ACID","TABLET;ORAL","OBETICHOLIC ACID",3,"APOTEX","STANDARD",NA,NA,1
"1009","ANDA214980",2023-05-30,2,NA,"OBETICHOLIC ACID","TABLET;ORAL","OBETICHOLIC ACID",3,"LUPIN LTD","STANDARD",NA,NA,1
"1010","ANDA215017",2023-05-30,2,NA,"OBETICHOLIC ACID","TABLET;ORAL","OBETICHOLIC ACID",3,"MSN","STANDARD",NA,NA,1
"1011","ANDA215574",2024-02-13,2,NA,"OSPEMIFENE","TABLET;ORAL","OSPEMIFENE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"1012","ANDA215837",2023-10-19,2,NA,"PAZOPANIB HYDROCHLORIDE","TABLET;ORAL","PAZOPANIB HYDROCHLORIDE",1,"SUN PHARM","STANDARD",NA,NA,1
"1013","ANDA217517",2023-10-19,2,NA,"PAZOPANIB HYDROCHLORIDE","TABLET;ORAL","PAZOPANIB HYDROCHLORIDE",1,"TEVA PHARMS INC","STANDARD",NA,NA,1
"1014","ANDA217713",2023-10-19,2,NA,"PAZOPANIB HYDROCHLORIDE","TABLET;ORAL","PAZOPANIB HYDROCHLORIDE",1,"APOTEX","STANDARD",NA,NA,1
"1015","ANDA218231",2024-04-23,2,NA,"PAZOPANIB HYDROCHLORIDE","TABLET;ORAL","PAZOPANIB HYDROCHLORIDE",1,"NOVUGEN","STANDARD",NA,NA,1
"1016","ANDA214502",2024-01-16,2,NA,"PIMAVANSERIN TARTRATE","TABLET;ORAL","PIMAVANSERIN",1,"ZYDUS","STANDARD",NA,NA,1
"1017","ANDA212569",2022-01-03,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",1,"AMNEAL","STANDARD",NA,NA,1
"1018","ANDA212731",2022-01-20,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"1019","ANDA212600",2022-06-13,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",1,"SANDOZ","STANDARD",NA,NA,1
"1020","ANDA212724",2022-07-19,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",1,"LAURUS","STANDARD",NA,NA,1
"1021","ANDA212077",2022-08-01,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",1,"SCIEGEN PHARMS INC","STANDARD",NA,NA,1
"1022","ANDA212687",2023-06-09,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",3,"APOTEX","STANDARD",NA,NA,1
"1023","ANDA212404",2023-08-28,2,NA,"PIRFENIDONE","CAPSULE;ORAL","PIRFENIDONE",3,"CHARTWELL RX","STANDARD",NA,NA,1
"1024","ANDA206015",2016-12-20,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"1025","ANDA205932",2017-02-03,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"ORIENT PHARMA CO LTD","STANDARD",NA,NA,1
"1026","ANDA205955",2017-02-03,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"SAWAI USA","STANDARD",NA,NA,1
"1027","ANDA206070",2019-04-04,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"MYLAN","STANDARD",NA,NA,1
"1028","ANDA206047",2023-02-22,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1029","ANDA206029",2023-11-20,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"LUPIN LTD","STANDARD",NA,NA,1
"1030","ANDA205977",2024-04-30,2,NA,"PITAVASTATIN CALCIUM","TABLET;ORAL","PITAVASTATIN CALCIUM",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"1031","ANDA205182",2023-07-24,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"DR REDDYS","STANDARD",NA,NA,1
"1032","ANDA205197",2023-07-24,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"1033","ANDA211901",2023-07-24,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"MSN","STANDARD",NA,NA,1
"1034","ANDA213672",2023-07-24,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"EUGIA PHARMA","STANDARD",NA,NA,1
"1035","ANDA215334",2023-07-24,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"AMNEAL","STANDARD",NA,NA,1
"1036","ANDA215698",2023-07-24,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"KINDOS","STANDARD",NA,NA,1
"1037","ANDA208980",2023-07-26,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1038","ANDA206644",2024-05-03,2,NA,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","PLERIXAFOR",1,"GLAND PHARMA LTD","STANDARD",NA,NA,1
"1039","ANDA210111",2020-10-30,2,NA,"POMALIDOMIDE","CAPSULE;ORAL","POMALIDOMIDE",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"1040","ANDA210249",2020-10-30,2,NA,"POMALIDOMIDE","CAPSULE;ORAL","POMALIDOMIDE",3,"EUGIA PHARMA","STANDARD",NA,NA,1
"1041","ANDA210275",2022-01-26,2,NA,"POMALIDOMIDE","CAPSULE;ORAL","POMALIDOMIDE",3,"MYLAN","STANDARD",NA,NA,1
"1042","ANDA209956",2022-05-04,2,NA,"POMALIDOMIDE","CAPSULE;ORAL","POMALIDOMIDE",3,"TEVA PHARMS USA","STANDARD",NA,NA,1
"1043","ANDA215893",2023-07-14,2,NA,"PONATINIB HYDROCHLORIDE","TABLET;ORAL","PONATINIB HYDROCHLORIDE",3,"APOTEX","STANDARD",NA,NA,1
"1044","ANDA205927",2017-07-12,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",1,"MYLAN","STANDARD",NA,NA,1
"1045","ANDA205790",2017-10-16,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",3,"CHARTWELL RX","STANDARD",NA,NA,1
"1046","ANDA205888",2017-10-16,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"1047","ANDA205897",2017-10-16,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",1,"PANACEA","STANDARD",NA,NA,1
"1048","ANDA205987",2018-02-02,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"1049","ANDA205913",2018-06-19,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",1,"AMNEAL PHARMS","STANDARD",NA,NA,1
"1050","ANDA206021",2019-01-16,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",1,"HEC PHARM","STANDARD",NA,NA,1
"1051","ANDA205926",2020-07-07,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",3,"DR REDDYS","STANDARD",NA,NA,1
"1052","ANDA205930",2023-01-09,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL",3,"LUPIN LTD","STANDARD",NA,NA,1
"1053","ANDA213315",2023-08-28,2,NA,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","PRASUGREL HYDROCHLORIDE",1,"UNICHEM","STANDARD",NA,NA,1
"1054","ANDA207604",2022-04-11,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"APOTEX","STANDARD",NA,NA,1
"1055","ANDA212806",2022-04-11,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"MEITHEAL","STANDARD",NA,NA,1
"1056","ANDA213210",2022-04-11,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"DR REDDYS","STANDARD",NA,NA,1
"1057","ANDA213236",2022-04-11,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"1058","ANDA214252",2022-05-23,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"IMS LTD","STANDARD",NA,NA,1
"1059","ANDA207320",2022-07-12,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"GLAND PHARMA LTD","STANDARD",NA,NA,1
"1060","ANDA214349",2022-08-31,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"HOSPIRA","STANDARD",NA,NA,1
"1061","ANDA216437",2022-10-26,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"EUGIA PHARMA","STANDARD",NA,NA,1
"1062","ANDA215827",2023-02-02,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"HIKMA","STANDARD",NA,NA,1
"1063","ANDA213856",2023-04-04,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"MYLAN","STANDARD",NA,NA,1
"1064","ANDA217455",2023-05-23,2,NA,"REGADENOSON","SOLUTION;INTRAVENOUS","REGADENOSON",1,"BAXTER HLTHCARE CORP","STANDARD",NA,NA,1
"1065","ANDA211135",2022-09-01,2,NA,"RIOCIGUAT","TABLET;ORAL","RIOCIGUAT",1,"MSN","STANDARD",NA,NA,1
"1066","ANDA208257",2018-07-13,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"MYLAN","STANDARD",NA,NA,1
"1067","ANDA208272",2018-08-06,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",3,"TORRENT","STANDARD",NA,NA,1
"1068","ANDA208236",2018-10-03,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"1069","ANDA208213",2018-11-23,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"HETERO LABS LTD III","STANDARD",NA,NA,1
"1070","ANDA208180",2019-03-22,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"MICRO LABS","STANDARD",NA,NA,1
"1071","ANDA208247",2020-03-30,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"STRIDES PHARMA","STANDARD",NA,NA,1
"1072","ANDA208303",2022-02-10,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1073","ANDA208299",2022-05-10,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"PRINSTON INC","STANDARD",NA,NA,1
"1074","ANDA208256",2022-09-07,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"MSN","STANDARD",NA,NA,1
"1075","ANDA213298",2023-04-17,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"1076","ANDA212490",2023-04-18,2,NA,"ROFLUMILAST","TABLET;ORAL","ROFLUMILAST",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"1077","ANDA206254",2021-10-12,2,NA,"ROMIDEPSIN","POWDER;INTRAVENOUS","ROMIDEPSIN",1,"FRESENIUS KABI USA","STANDARD",NA,NA,1
"1078","ANDA204988",2016-05-16,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"HIKMA","STANDARD",NA,NA,1
"1079","ANDA205075",2016-05-16,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"1080","ANDA205095",2016-05-16,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"MYLAN","STANDARD",NA,NA,1
"1081","ANDA204993",2021-05-11,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"HETERO LABS LTD III","STANDARD",NA,NA,1
"1082","ANDA204964",2022-08-17,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"LUPIN LTD","STANDARD",NA,NA,1
"1083","ANDA216688",2023-05-15,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"MICRO LABS","STANDARD",NA,NA,1
"1084","ANDA217230",2023-06-16,2,NA,"RUFINAMIDE","TABLET;ORAL","RUFINAMIDE",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"1085","ANDA213605",2024-05-28,2,NA,"SACUBITRIL; VALSARTAN","TABLET;ORAL","SACUBITRIL AND VALSARTAN",1,"CRYSTAL","STANDARD",NA,NA,1
"1086","ANDA213676",2024-05-28,2,NA,"SACUBITRIL; VALSARTAN","TABLET;ORAL","SACUBITRIL AND VALSARTAN",1,"LAURUS","STANDARD",NA,NA,1
"1087","ANDA213682",2024-05-28,2,NA,"SACUBITRIL; VALSARTAN","TABLET;ORAL","SACUBITRIL AND VALSARTAN",1,"ALEMBIC","STANDARD",NA,NA,1
"1088","ANDA215902",2023-06-14,2,NA,"SAFINAMIDE MESYLATE","TABLET;ORAL","SAFINAMIDE MESYLATE",3,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"1089","ANDA215739",2024-04-25,2,NA,"SAFINAMIDE MESYLATE","TABLET;ORAL","SAFINAMIDE MESYLATE",1,"PRINSTON INC","STANDARD",NA,NA,1
"1090","ANDA207200",2019-05-10,2,NA,"SAPROPTERIN DIHYDROCHLORIDE","TABLET;ORAL","SAPROPTERIN DIHYDROCHLORIDE",1,"ENDO OPERATIONS","STANDARD",NA,NA,1
"1091","ANDA207685",2021-06-15,2,NA,"SAPROPTERIN DIHYDROCHLORIDE","TABLET;ORAL","SAPROPTERIN DIHYDROCHLORIDE",1,"DR REDDYS","STANDARD",NA,NA,1
"1092","ANDA215534",2022-08-23,2,NA,"SAPROPTERIN DIHYDROCHLORIDE","TABLET;ORAL","SAPROPTERIN DIHYDROCHLORIDE",1,"ANNORA PHARMA","STANDARD",NA,NA,1
"1093","ANDA205994",2023-02-15,2,NA,"SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","SAXAGLIPTIN",1,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"1094","ANDA205941",2023-07-31,2,NA,"SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","SAXAGLIPTIN",3,"AMNEAL","STANDARD",NA,NA,1
"1095","ANDA205972",2023-07-31,2,NA,"SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","SAXAGLIPTIN",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"1096","ANDA205980",2023-07-31,2,NA,"SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","SAXAGLIPTIN",1,"MYLAN","STANDARD",NA,NA,1
"1097","ANDA206078",2023-07-31,2,NA,"SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","SAXAGLIPTIN",1,"SUN PHARM","STANDARD",NA,NA,1
"1098","ANDA214302",2022-12-21,2,NA,"SELEXIPAG","TABLET;ORAL","SELEXIPAG",3,"ZYDUS LIFESCIENCES","STANDARD",NA,NA,1
"1099","ANDA214414",2023-10-11,2,NA,"SELEXIPAG","TABLET;ORAL","SELEXIPAG",1,"ALEMBIC","STANDARD",NA,NA,1
"1100","ANDA204726",2017-03-31,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"CHARTWELL RX","STANDARD",NA,NA,1
"1101","ANDA206541",2018-12-03,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"LUPIN LTD","STANDARD",NA,NA,1
"1102","ANDA209745",2018-12-03,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"AMNEAL PHARMS CO","STANDARD",NA,NA,1
"1103","ANDA210687",2018-12-03,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"MSN","STANDARD",NA,NA,1
"1104","ANDA211060",2018-12-03,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"AJANTA PHARMA LTD","STANDARD",NA,NA,1
"1105","ANDA211166",2018-12-03,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"MACLEODS PHARMS LTD","STANDARD",NA,NA,1
"1106","ANDA210626",2018-12-10,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"1107","ANDA211731",2019-11-22,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",3,"ALEMBIC","STANDARD",NA,NA,1
"1108","ANDA204793",2020-02-14,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"1109","ANDA213230",2022-01-03,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"CREEKWOOD PHARMS","STANDARD",NA,NA,1
"1110","ANDA209029",2022-01-04,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",1,"PRINSTON INC","STANDARD",NA,NA,1
"1111","ANDA204816",2022-12-08,2,NA,"SILODOSIN","CAPSULE;ORAL","SILODOSIN",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1112","ANDA211353",2022-01-27,2,NA,"SOFOSBUVIR","TABLET;ORAL","SOFOSBUVIR",3,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"1113","ANDA214337",2023-06-09,2,NA,"SUGAMMADEX SODIUM","SOLUTION;INTRAVENOUS","SUGAMMADEX SODIUM",1,"ASPIRO","STANDARD",NA,NA,1
"1114","ANDA214290",2023-10-04,2,NA,"SUGAMMADEX SODIUM","SOLUTION;INTRAVENOUS","SUGAMMADEX SODIUM",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1115","ANDA209051",2019-08-19,2,NA,"TAFLUPROST","SOLUTION/DROPS;OPHTHALMIC","TAFLUPROST",1,"MICRO LABS","STANDARD",NA,NA,1
"1116","ANDA209040",2022-01-28,2,NA,"TAFLUPROST","SOLUTION/DROPS;OPHTHALMIC","TAFLUPROST",1,"SANDOZ","STANDARD",NA,NA,1
"1117","ANDA218002",2024-04-05,2,NA,"TAFLUPROST","SOLUTION/DROPS;OPHTHALMIC","TAFLUPROST",3,"INGENUS PHARMS LLC","STANDARD",NA,NA,1
